"time_min","sample","absorbance","treatment"
0,"soak_1",0.0521,"A_H2O2"
0,"soak_1",0.0474,"B_H2O2"
0,"soak_1",0.0507,"A"
0,"soak_1",0.0479,"B"
0,"soak_2",0.0553,"A_H2O2"
0,"soak_2",0.0493,"B_H2O2"
0,"soak_2",0.0507,"A"
0,"soak_2",0.0492,"B"
0,"soak_3",0.053,"A_H2O2"
0,"soak_3",0.0481,"B_H2O2"
0,"soak_3",0.0501,"A"
0,"soak_3",0.0483,"B"
0,"soak_1",0.0527,"A_H2O2"
0,"soak_1",0.0465,"B_H2O2"
0,"soak_1",0.0486,"A"
0,"soak_1",0.0478,"B"
0,"soak_2",0.0564,"A_H2O2"
0,"soak_2",0.0488,"B_H2O2"
0,"soak_2",0.0498,"A"
0,"soak_2",0.0488,"B"
0,"soak_3",0.0525,"A_H2O2"
0,"soak_3",0.0477,"B_H2O2"
0,"soak_3",0.0478,"A"
0,"soak_3",0.0491,"B"
0,"soak_1",0.0524,"A_H2O2"
0,"soak_1",0.0476,"B_H2O2"
0,"soak_1",0.0488,"A"
0,"soak_1",0.0477,"B"
0,"soak_2",0.0562,"A_H2O2"
0,"soak_2",0.0496,"B_H2O2"
0,"soak_2",0.0497,"A"
0,"soak_2",0.0482,"B"
0,"soak_3",0.0533,"A_H2O2"
0,"soak_3",0.0477,"B_H2O2"
0,"soak_3",0.048,"A"
0,"soak_3",0.0486,"B"
0,"soak_1",0.053,"A_H2O2"
0,"soak_1",0.0479,"B_H2O2"
0,"soak_1",0.0488,"A"
0,"soak_1",0.048,"B"
0,"soak_2",0.0563,"A_H2O2"
0,"soak_2",0.0491,"B_H2O2"
0,"soak_2",0.0503,"A"
0,"soak_2",0.0487,"B"
0,"soak_3",0.0538,"A_H2O2"
0,"soak_3",0.0477,"B_H2O2"
0,"soak_3",0.0489,"A"
0,"soak_3",0.0488,"B"
0,"shake_1",0.0619,"A_H2O2"
0,"shake_1",0.0517,"B_H2O2"
0,"shake_1",0.0528,"A"
0,"shake_1",0.0515,"B"
0,"shake_2",0.0686,"A_H2O2"
0,"shake_2",0.0512,"B_H2O2"
0,"shake_2",0.0535,"A"
0,"shake_2",0.0511,"B"
0,"shake_3",0.0719,"A_H2O2"
0,"shake_3",0.0534,"B_H2O2"
0,"shake_3",0.055,"A"
0,"shake_3",0.053,"B"
0,"shake_1",0.0609,"A_H2O2"
0,"shake_1",0.0516,"B_H2O2"
0,"shake_1",0.0537,"A"
0,"shake_1",0.051,"B"
0,"shake_2",0.0711,"A_H2O2"
0,"shake_2",0.051,"B_H2O2"
0,"shake_2",0.0529,"A"
0,"shake_2",0.051,"B"
0,"shake_3",0.073,"A_H2O2"
0,"shake_3",0.0531,"B_H2O2"
0,"shake_3",0.055,"A"
0,"shake_3",0.0539,"B"
0,"shake_1",0.0589,"A_H2O2"
0,"shake_1",0.051,"B_H2O2"
0,"shake_1",0.0528,"A"
0,"shake_1",0.0508,"B"
0,"shake_2",0.071,"A_H2O2"
0,"shake_2",0.0515,"B_H2O2"
0,"shake_2",0.053,"A"
0,"shake_2",0.051,"B"
0,"shake_3",0.0735,"A_H2O2"
0,"shake_3",0.0547,"B_H2O2"
0,"shake_3",0.0558,"A"
0,"shake_3",0.0529,"B"
0,"shake_1",0.064,"A_H2O2"
0,"shake_1",0.0516,"B_H2O2"
0,"shake_1",0.0539,"A"
0,"shake_1",0.0527,"B"
0,"shake_2",0.0741,"A_H2O2"
0,"shake_2",0.0511,"B_H2O2"
0,"shake_2",0.0546,"A"
0,"shake_2",0.0518,"B"
0,"shake_3",0.0779,"A_H2O2"
0,"shake_3",0.055,"B_H2O2"
0,"shake_3",0.0561,"A"
0,"shake_3",0.0545,"B"
0.5,"soak_1",0.0551,"A_H2O2"
0.5,"soak_1",0.0474,"B_H2O2"
0.5,"soak_1",0.0512,"A"
0.5,"soak_1",0.0499,"B"
0.5,"soak_2",0.06,"A_H2O2"
0.5,"soak_2",0.0496,"B_H2O2"
0.5,"soak_2",0.0512,"A"
0.5,"soak_2",0.0497,"B"
0.5,"soak_3",0.0584,"A_H2O2"
0.5,"soak_3",0.0487,"B_H2O2"
0.5,"soak_3",0.0503,"A"
0.5,"soak_3",0.0486,"B"
0.5,"soak_1",0.0562,"A_H2O2"
0.5,"soak_1",0.0471,"B_H2O2"
0.5,"soak_1",0.0491,"A"
0.5,"soak_1",0.0481,"B"
0.5,"soak_2",0.0614,"A_H2O2"
0.5,"soak_2",0.0491,"B_H2O2"
0.5,"soak_2",0.05,"A"
0.5,"soak_2",0.0495,"B"
0.5,"soak_3",0.0579,"A_H2O2"
0.5,"soak_3",0.0486,"B_H2O2"
0.5,"soak_3",0.0486,"A"
0.5,"soak_3",0.0496,"B"
0.5,"soak_1",0.0551,"A_H2O2"
0.5,"soak_1",0.0492,"B_H2O2"
0.5,"soak_1",0.0492,"A"
0.5,"soak_1",0.0478,"B"
0.5,"soak_2",0.0614,"A_H2O2"
0.5,"soak_2",0.0501,"B_H2O2"
0.5,"soak_2",0.0503,"A"
0.5,"soak_2",0.0487,"B"
0.5,"soak_3",0.0588,"A_H2O2"
0.5,"soak_3",0.0483,"B_H2O2"
0.5,"soak_3",0.0488,"A"
0.5,"soak_3",0.049,"B"
0.5,"soak_1",0.0565,"A_H2O2"
0.5,"soak_1",0.0482,"B_H2O2"
0.5,"soak_1",0.0493,"A"
0.5,"soak_1",0.0484,"B"
0.5,"soak_2",0.0618,"A_H2O2"
0.5,"soak_2",0.0496,"B_H2O2"
0.5,"soak_2",0.0503,"A"
0.5,"soak_2",0.049,"B"
0.5,"soak_3",0.0592,"A_H2O2"
0.5,"soak_3",0.048,"B_H2O2"
0.5,"soak_3",0.049,"A"
0.5,"soak_3",0.0495,"B"
0.5,"shake_1",0.0665,"A_H2O2"
0.5,"shake_1",0.0521,"B_H2O2"
0.5,"shake_1",0.0538,"A"
0.5,"shake_1",0.0518,"B"
0.5,"shake_2",0.0792,"A_H2O2"
0.5,"shake_2",0.0516,"B_H2O2"
0.5,"shake_2",0.0541,"A"
0.5,"shake_2",0.0514,"B"
0.5,"shake_3",0.087,"A_H2O2"
0.5,"shake_3",0.0541,"B_H2O2"
0.5,"shake_3",0.0562,"A"
0.5,"shake_3",0.0538,"B"
0.5,"shake_1",0.065,"A_H2O2"
0.5,"shake_1",0.0518,"B_H2O2"
0.5,"shake_1",0.0545,"A"
0.5,"shake_1",0.0515,"B"
0.5,"shake_2",0.0819,"A_H2O2"
0.5,"shake_2",0.0514,"B_H2O2"
0.5,"shake_2",0.0536,"A"
0.5,"shake_2",0.0512,"B"
0.5,"shake_3",0.0879,"A_H2O2"
0.5,"shake_3",0.0538,"B_H2O2"
0.5,"shake_3",0.0644,"A"
0.5,"shake_3",0.0553,"B"
0.5,"shake_1",0.0635,"A_H2O2"
0.5,"shake_1",0.0515,"B_H2O2"
0.5,"shake_1",0.0536,"A"
0.5,"shake_1",0.0514,"B"
0.5,"shake_2",0.0835,"A_H2O2"
0.5,"shake_2",0.0517,"B_H2O2"
0.5,"shake_2",0.0537,"A"
0.5,"shake_2",0.0516,"B"
0.5,"shake_3",0.0891,"A_H2O2"
0.5,"shake_3",0.0556,"B_H2O2"
0.5,"shake_3",0.057,"A"
0.5,"shake_3",0.0538,"B"
0.5,"shake_1",0.0702,"A_H2O2"
0.5,"shake_1",0.0521,"B_H2O2"
0.5,"shake_1",0.0546,"A"
0.5,"shake_1",0.053,"B"
0.5,"shake_2",0.086,"A_H2O2"
0.5,"shake_2",0.0514,"B_H2O2"
0.5,"shake_2",0.0553,"A"
0.5,"shake_2",0.0519,"B"
0.5,"shake_3",0.0933,"A_H2O2"
0.5,"shake_3",0.0558,"B_H2O2"
0.5,"shake_3",0.0573,"A"
0.5,"shake_3",0.0553,"B"
1,"soak_1",0.0575,"A_H2O2"
1,"soak_1",0.0476,"B_H2O2"
1,"soak_1",0.0515,"A"
1,"soak_1",0.0479,"B"
1,"soak_2",0.0647,"A_H2O2"
1,"soak_2",0.0497,"B_H2O2"
1,"soak_2",0.0517,"A"
1,"soak_2",0.0504,"B"
1,"soak_3",0.0636,"A_H2O2"
1,"soak_3",0.0487,"B_H2O2"
1,"soak_3",0.0512,"A"
1,"soak_3",0.0489,"B"
1,"soak_1",0.058,"A_H2O2"
1,"soak_1",0.0471,"B_H2O2"
1,"soak_1",0.0494,"A"
1,"soak_1",0.0484,"B"
1,"soak_2",0.0661,"A_H2O2"
1,"soak_2",0.0492,"B_H2O2"
1,"soak_2",0.0505,"A"
1,"soak_2",0.0495,"B"
1,"soak_3",0.0627,"A_H2O2"
1,"soak_3",0.049,"B_H2O2"
1,"soak_3",0.0491,"A"
1,"soak_3",0.0498,"B"
1,"soak_1",0.0577,"A_H2O2"
1,"soak_1",0.0474,"B_H2O2"
1,"soak_1",0.0495,"A"
1,"soak_1",0.0483,"B"
1,"soak_2",0.0665,"A_H2O2"
1,"soak_2",0.05,"B_H2O2"
1,"soak_2",0.0505,"A"
1,"soak_2",0.0489,"B"
1,"soak_3",0.0638,"A_H2O2"
1,"soak_3",0.0484,"B_H2O2"
1,"soak_3",0.0493,"A"
1,"soak_3",0.0492,"B"
1,"soak_1",0.059,"A_H2O2"
1,"soak_1",0.0484,"B_H2O2"
1,"soak_1",0.0494,"A"
1,"soak_1",0.0481,"B"
1,"soak_2",0.0676,"A_H2O2"
1,"soak_2",0.0494,"B_H2O2"
1,"soak_2",0.0506,"A"
1,"soak_2",0.049,"B"
1,"soak_3",0.0642,"A_H2O2"
1,"soak_3",0.048,"B_H2O2"
1,"soak_3",0.0492,"A"
1,"soak_3",0.0499,"B"
1,"shake_1",0.0731,"A_H2O2"
1,"shake_1",0.0525,"B_H2O2"
1,"shake_1",0.0546,"A"
1,"shake_1",0.0524,"B"
1,"shake_2",0.0893,"A_H2O2"
1,"shake_2",0.0518,"B_H2O2"
1,"shake_2",0.0548,"A"
1,"shake_2",0.0516,"B"
1,"shake_3",0.1033,"A_H2O2"
1,"shake_3",0.0549,"B_H2O2"
1,"shake_3",0.0575,"A"
1,"shake_3",0.0547,"B"
1,"shake_1",0.0717,"A_H2O2"
1,"shake_1",0.0523,"B_H2O2"
1,"shake_1",0.0552,"A"
1,"shake_1",0.052,"B"
1,"shake_2",0.0916,"A_H2O2"
1,"shake_2",0.0517,"B_H2O2"
1,"shake_2",0.0541,"A"
1,"shake_2",0.0515,"B"
1,"shake_3",0.1019,"A_H2O2"
1,"shake_3",0.0547,"B_H2O2"
1,"shake_3",0.064,"A"
1,"shake_3",0.0562,"B"
1,"shake_1",0.0697,"A_H2O2"
1,"shake_1",0.0518,"B_H2O2"
1,"shake_1",0.0546,"A"
1,"shake_1",0.0701,"B"
1,"shake_2",0.095,"A_H2O2"
1,"shake_2",0.052,"B_H2O2"
1,"shake_2",0.0543,"A"
1,"shake_2",0.0517,"B"
1,"shake_3",0.1035,"A_H2O2"
1,"shake_3",0.057,"B_H2O2"
1,"shake_3",0.0584,"A"
1,"shake_3",0.0547,"B"
1,"shake_1",0.0772,"A_H2O2"
1,"shake_1",0.0524,"B_H2O2"
1,"shake_1",0.0553,"A"
1,"shake_1",0.0537,"B"
1,"shake_2",0.0972,"A_H2O2"
1,"shake_2",0.0518,"B_H2O2"
1,"shake_2",0.0558,"A"
1,"shake_2",0.0521,"B"
1,"shake_3",0.1083,"A_H2O2"
1,"shake_3",0.0564,"B_H2O2"
1,"shake_3",0.0585,"A"
1,"shake_3",0.0561,"B"
1.5,"soak_1",0.0602,"A_H2O2"
1.5,"soak_1",0.0475,"B_H2O2"
1.5,"soak_1",0.0522,"A"
1.5,"soak_1",0.0482,"B"
1.5,"soak_2",0.069,"A_H2O2"
1.5,"soak_2",0.0501,"B_H2O2"
1.5,"soak_2",0.0522,"A"
1.5,"soak_2",0.0503,"B"
1.5,"soak_3",0.0674,"A_H2O2"
1.5,"soak_3",0.0489,"B_H2O2"
1.5,"soak_3",0.0509,"A"
1.5,"soak_3",0.0492,"B"
1.5,"soak_1",0.0608,"A_H2O2"
1.5,"soak_1",0.0473,"B_H2O2"
1.5,"soak_1",0.0497,"A"
1.5,"soak_1",0.0483,"B"
1.5,"soak_2",0.0707,"A_H2O2"
1.5,"soak_2",0.0495,"B_H2O2"
1.5,"soak_2",0.0509,"A"
1.5,"soak_2",0.0495,"B"
1.5,"soak_3",0.0676,"A_H2O2"
1.5,"soak_3",0.049,"B_H2O2"
1.5,"soak_3",0.0494,"A"
1.5,"soak_3",0.0502,"B"
1.5,"soak_1",0.0608,"A_H2O2"
1.5,"soak_1",0.0478,"B_H2O2"
1.5,"soak_1",0.0501,"A"
1.5,"soak_1",0.0483,"B"
1.5,"soak_2",0.0715,"A_H2O2"
1.5,"soak_2",0.0503,"B_H2O2"
1.5,"soak_2",0.0511,"A"
1.5,"soak_2",0.049,"B"
1.5,"soak_3",0.0688,"A_H2O2"
1.5,"soak_3",0.0486,"B_H2O2"
1.5,"soak_3",0.0496,"A"
1.5,"soak_3",0.0495,"B"
1.5,"soak_1",0.0614,"A_H2O2"
1.5,"soak_1",0.0483,"B_H2O2"
1.5,"soak_1",0.0498,"A"
1.5,"soak_1",0.0483,"B"
1.5,"soak_2",0.0731,"A_H2O2"
1.5,"soak_2",0.0496,"B_H2O2"
1.5,"soak_2",0.0512,"A"
1.5,"soak_2",0.0493,"B"
1.5,"soak_3",0.0688,"A_H2O2"
1.5,"soak_3",0.0482,"B_H2O2"
1.5,"soak_3",0.0498,"A"
1.5,"soak_3",0.0504,"B"
1.5,"shake_1",0.0798,"A_H2O2"
1.5,"shake_1",0.0531,"B_H2O2"
1.5,"shake_1",0.0555,"A"
1.5,"shake_1",0.0528,"B"
1.5,"shake_2",0.0985,"A_H2O2"
1.5,"shake_2",0.0523,"B_H2O2"
1.5,"shake_2",0.0554,"A"
1.5,"shake_2",0.052,"B"
1.5,"shake_3",0.114,"A_H2O2"
1.5,"shake_3",0.0557,"B_H2O2"
1.5,"shake_3",0.0588,"A"
1.5,"shake_3",0.0556,"B"
1.5,"shake_1",0.0781,"A_H2O2"
1.5,"shake_1",0.0528,"B_H2O2"
1.5,"shake_1",0.0559,"A"
1.5,"shake_1",0.0523,"B"
1.5,"shake_2",0.1008,"A_H2O2"
1.5,"shake_2",0.0518,"B_H2O2"
1.5,"shake_2",0.0546,"A"
1.5,"shake_2",0.0519,"B"
1.5,"shake_3",0.1154,"A_H2O2"
1.5,"shake_3",0.0556,"B_H2O2"
1.5,"shake_3",0.0618,"A"
1.5,"shake_3",0.0569,"B"
1.5,"shake_1",0.0771,"A_H2O2"
1.5,"shake_1",0.0524,"B_H2O2"
1.5,"shake_1",0.0555,"A"
1.5,"shake_1",0.0802,"B"
1.5,"shake_2",0.1053,"A_H2O2"
1.5,"shake_2",0.0525,"B_H2O2"
1.5,"shake_2",0.0549,"A"
1.5,"shake_2",0.052,"B"
1.5,"shake_3",0.117,"A_H2O2"
1.5,"shake_3",0.0572,"B_H2O2"
1.5,"shake_3",0.0597,"A"
1.5,"shake_3",0.0557,"B"
1.5,"shake_1",0.084,"A_H2O2"
1.5,"shake_1",0.0531,"B_H2O2"
1.5,"shake_1",0.0561,"A"
1.5,"shake_1",0.0541,"B"
1.5,"shake_2",0.1078,"A_H2O2"
1.5,"shake_2",0.0521,"B_H2O2"
1.5,"shake_2",0.0562,"A"
1.5,"shake_2",0.0527,"B"
1.5,"shake_3",0.1221,"A_H2O2"
1.5,"shake_3",0.0572,"B_H2O2"
1.5,"shake_3",0.06,"A"
1.5,"shake_3",0.0571,"B"
2,"soak_1",0.0626,"A_H2O2"
2,"soak_1",0.0477,"B_H2O2"
2,"soak_1",0.0526,"A"
2,"soak_1",0.0483,"B"
2,"soak_2",0.0734,"A_H2O2"
2,"soak_2",0.0503,"B_H2O2"
2,"soak_2",0.0526,"A"
2,"soak_2",0.0505,"B"
2,"soak_3",0.0712,"A_H2O2"
2,"soak_3",0.0491,"B_H2O2"
2,"soak_3",0.0513,"A"
2,"soak_3",0.0495,"B"
2,"soak_1",0.0639,"A_H2O2"
2,"soak_1",0.0472,"B_H2O2"
2,"soak_1",0.0502,"A"
2,"soak_1",0.0486,"B"
2,"soak_2",0.0754,"A_H2O2"
2,"soak_2",0.0497,"B_H2O2"
2,"soak_2",0.0515,"A"
2,"soak_2",0.0498,"B"
2,"soak_3",0.0715,"A_H2O2"
2,"soak_3",0.0491,"B_H2O2"
2,"soak_3",0.0498,"A"
2,"soak_3",0.0505,"B"
2,"soak_1",0.0636,"A_H2O2"
2,"soak_1",0.048,"B_H2O2"
2,"soak_1",0.0504,"A"
2,"soak_1",0.0486,"B"
2,"soak_2",0.0762,"A_H2O2"
2,"soak_2",0.0506,"B_H2O2"
2,"soak_2",0.0516,"A"
2,"soak_2",0.0493,"B"
2,"soak_3",0.0731,"A_H2O2"
2,"soak_3",0.0487,"B_H2O2"
2,"soak_3",0.0499,"A"
2,"soak_3",0.0496,"B"
2,"soak_1",0.064,"A_H2O2"
2,"soak_1",0.0485,"B_H2O2"
2,"soak_1",0.0502,"A"
2,"soak_1",0.0484,"B"
2,"soak_2",0.0782,"A_H2O2"
2,"soak_2",0.0499,"B_H2O2"
2,"soak_2",0.0516,"A"
2,"soak_2",0.0495,"B"
2,"soak_3",0.0734,"A_H2O2"
2,"soak_3",0.0484,"B_H2O2"
2,"soak_3",0.0503,"A"
2,"soak_3",0.0506,"B"
2,"shake_1",0.0855,"A_H2O2"
2,"shake_1",0.0535,"B_H2O2"
2,"shake_1",0.0561,"A"
2,"shake_1",0.0533,"B"
2,"shake_2",0.108,"A_H2O2"
2,"shake_2",0.0526,"B_H2O2"
2,"shake_2",0.056,"A"
2,"shake_2",0.0524,"B"
2,"shake_3",0.1255,"A_H2O2"
2,"shake_3",0.0568,"B_H2O2"
2,"shake_3",0.0602,"A"
2,"shake_3",0.0567,"B"
2,"shake_1",0.0846,"A_H2O2"
2,"shake_1",0.0533,"B_H2O2"
2,"shake_1",0.0568,"A"
2,"shake_1",0.053,"B"
2,"shake_2",0.11,"A_H2O2"
2,"shake_2",0.0525,"B_H2O2"
2,"shake_2",0.0553,"A"
2,"shake_2",0.0521,"B"
2,"shake_3",0.128,"A_H2O2"
2,"shake_3",0.064,"B_H2O2"
2,"shake_3",0.0601,"A"
2,"shake_3",0.0577,"B"
2,"shake_1",0.0838,"A_H2O2"
2,"shake_1",0.0529,"B_H2O2"
2,"shake_1",0.0561,"A"
2,"shake_1",0.0808,"B"
2,"shake_2",0.1146,"A_H2O2"
2,"shake_2",0.0528,"B_H2O2"
2,"shake_2",0.0554,"A"
2,"shake_2",0.0525,"B"
2,"shake_3",0.1291,"A_H2O2"
2,"shake_3",0.0581,"B_H2O2"
2,"shake_3",0.061,"A"
2,"shake_3",0.0566,"B"
2,"shake_1",0.0904,"A_H2O2"
2,"shake_1",0.0534,"B_H2O2"
2,"shake_1",0.0567,"A"
2,"shake_1",0.0545,"B"
2,"shake_2",0.117,"A_H2O2"
2,"shake_2",0.0524,"B_H2O2"
2,"shake_2",0.0569,"A"
2,"shake_2",0.0527,"B"
2,"shake_3",0.1348,"A_H2O2"
2,"shake_3",0.0582,"B_H2O2"
2,"shake_3",0.0613,"A"
2,"shake_3",0.0581,"B"
2.5,"soak_1",0.0647,"A_H2O2"
2.5,"soak_1",0.0479,"B_H2O2"
2.5,"soak_1",0.0531,"A"
2.5,"soak_1",0.0486,"B"
2.5,"soak_2",0.0774,"A_H2O2"
2.5,"soak_2",0.0505,"B_H2O2"
2.5,"soak_2",0.0532,"A"
2.5,"soak_2",0.0508,"B"
2.5,"soak_3",0.075,"A_H2O2"
2.5,"soak_3",0.0494,"B_H2O2"
2.5,"soak_3",0.0516,"A"
2.5,"soak_3",0.0497,"B"
2.5,"soak_1",0.0662,"A_H2O2"
2.5,"soak_1",0.0473,"B_H2O2"
2.5,"soak_1",0.0507,"A"
2.5,"soak_1",0.0487,"B"
2.5,"soak_2",0.08,"A_H2O2"
2.5,"soak_2",0.05,"B_H2O2"
2.5,"soak_2",0.0519,"A"
2.5,"soak_2",0.0502,"B"
2.5,"soak_3",0.0756,"A_H2O2"
2.5,"soak_3",0.0493,"B_H2O2"
2.5,"soak_3",0.05,"A"
2.5,"soak_3",0.0508,"B"
2.5,"soak_1",0.0665,"A_H2O2"
2.5,"soak_1",0.0482,"B_H2O2"
2.5,"soak_1",0.0508,"A"
2.5,"soak_1",0.0487,"B"
2.5,"soak_2",0.0807,"A_H2O2"
2.5,"soak_2",0.0508,"B_H2O2"
2.5,"soak_2",0.052,"A"
2.5,"soak_2",0.0495,"B"
2.5,"soak_3",0.0773,"A_H2O2"
2.5,"soak_3",0.0488,"B_H2O2"
2.5,"soak_3",0.0503,"A"
2.5,"soak_3",0.0501,"B"
2.5,"soak_1",0.0663,"A_H2O2"
2.5,"soak_1",0.0486,"B_H2O2"
2.5,"soak_1",0.0505,"A"
2.5,"soak_1",0.0487,"B"
2.5,"soak_2",0.0829,"A_H2O2"
2.5,"soak_2",0.0502,"B_H2O2"
2.5,"soak_2",0.0522,"A"
2.5,"soak_2",0.0498,"B"
2.5,"soak_3",0.0781,"A_H2O2"
2.5,"soak_3",0.0487,"B_H2O2"
2.5,"soak_3",0.0506,"A"
2.5,"soak_3",0.0509,"B"
2.5,"shake_1",0.091,"A_H2O2"
2.5,"shake_1",0.0541,"B_H2O2"
2.5,"shake_1",0.0568,"A"
2.5,"shake_1",0.0538,"B"
2.5,"shake_2",0.1173,"A_H2O2"
2.5,"shake_2",0.0532,"B_H2O2"
2.5,"shake_2",0.0567,"A"
2.5,"shake_2",0.0527,"B"
2.5,"shake_3",0.137,"A_H2O2"
2.5,"shake_3",0.0578,"B_H2O2"
2.5,"shake_3",0.0627,"A"
2.5,"shake_3",0.0577,"B"
2.5,"shake_1",0.0908,"A_H2O2"
2.5,"shake_1",0.0538,"B_H2O2"
2.5,"shake_1",0.0575,"A"
2.5,"shake_1",0.0535,"B"
2.5,"shake_2",0.1185,"A_H2O2"
2.5,"shake_2",0.0527,"B_H2O2"
2.5,"shake_2",0.0559,"A"
2.5,"shake_2",0.0526,"B"
2.5,"shake_3",0.1401,"A_H2O2"
2.5,"shake_3",0.0576,"B_H2O2"
2.5,"shake_3",0.0613,"A"
2.5,"shake_3",0.0585,"B"
2.5,"shake_1",0.0899,"A_H2O2"
2.5,"shake_1",0.0536,"B_H2O2"
2.5,"shake_1",0.0567,"A"
2.5,"shake_1",0.0556,"B"
2.5,"shake_2",0.124,"A_H2O2"
2.5,"shake_2",0.0534,"B_H2O2"
2.5,"shake_2",0.0559,"A"
2.5,"shake_2",0.0527,"B"
2.5,"shake_3",0.1405,"A_H2O2"
2.5,"shake_3",0.0591,"B_H2O2"
2.5,"shake_3",0.0622,"A"
2.5,"shake_3",0.0577,"B"
2.5,"shake_1",0.0969,"A_H2O2"
2.5,"shake_1",0.0541,"B_H2O2"
2.5,"shake_1",0.0574,"A"
2.5,"shake_1",0.0551,"B"
2.5,"shake_2",0.1269,"A_H2O2"
2.5,"shake_2",0.0529,"B_H2O2"
2.5,"shake_2",0.0575,"A"
2.5,"shake_2",0.0529,"B"
2.5,"shake_3",0.1475,"A_H2O2"
2.5,"shake_3",0.0592,"B_H2O2"
2.5,"shake_3",0.0624,"A"
2.5,"shake_3",0.0591,"B"
3,"soak_1",0.0669,"A_H2O2"
3,"soak_1",0.0481,"B_H2O2"
3,"soak_1",0.0533,"A"
3,"soak_1",0.0489,"B"
3,"soak_2",0.0813,"A_H2O2"
3,"soak_2",0.0508,"B_H2O2"
3,"soak_2",0.0537,"A"
3,"soak_2",0.0512,"B"
3,"soak_3",0.0787,"A_H2O2"
3,"soak_3",0.0494,"B_H2O2"
3,"soak_3",0.052,"A"
3,"soak_3",0.05,"B"
3,"soak_1",0.0688,"A_H2O2"
3,"soak_1",0.0476,"B_H2O2"
3,"soak_1",0.0511,"A"
3,"soak_1",0.0489,"B"
3,"soak_2",0.0843,"A_H2O2"
3,"soak_2",0.0503,"B_H2O2"
3,"soak_2",0.0524,"A"
3,"soak_2",0.0505,"B"
3,"soak_3",0.0794,"A_H2O2"
3,"soak_3",0.0495,"B_H2O2"
3,"soak_3",0.0506,"A"
3,"soak_3",0.0514,"B"
3,"soak_1",0.0691,"A_H2O2"
3,"soak_1",0.0485,"B_H2O2"
3,"soak_1",0.0511,"A"
3,"soak_1",0.0487,"B"
3,"soak_2",0.085,"A_H2O2"
3,"soak_2",0.0511,"B_H2O2"
3,"soak_2",0.0527,"A"
3,"soak_2",0.0499,"B"
3,"soak_3",0.081,"A_H2O2"
3,"soak_3",0.0491,"B_H2O2"
3,"soak_3",0.0508,"A"
3,"soak_3",0.0503,"B"
3,"soak_1",0.0688,"A_H2O2"
3,"soak_1",0.0489,"B_H2O2"
3,"soak_1",0.051,"A"
3,"soak_1",0.0488,"B"
3,"soak_2",0.0871,"A_H2O2"
3,"soak_2",0.0505,"B_H2O2"
3,"soak_2",0.0529,"A"
3,"soak_2",0.0503,"B"
3,"soak_3",0.0817,"A_H2O2"
3,"soak_3",0.0488,"B_H2O2"
3,"soak_3",0.0512,"A"
3,"soak_3",0.0511,"B"
3,"shake_1",0.0963,"A_H2O2"
3,"shake_1",0.0547,"B_H2O2"
3,"shake_1",0.0575,"A"
3,"shake_1",0.0543,"B"
3,"shake_2",0.1266,"A_H2O2"
3,"shake_2",0.0536,"B_H2O2"
3,"shake_2",0.0571,"A"
3,"shake_2",0.0532,"B"
3,"shake_3",0.1488,"A_H2O2"
3,"shake_3",0.059,"B_H2O2"
3,"shake_3",0.064,"A"
3,"shake_3",0.0584,"B"
3,"shake_1",0.097,"A_H2O2"
3,"shake_1",0.0544,"B_H2O2"
3,"shake_1",0.0583,"A"
3,"shake_1",0.0539,"B"
3,"shake_2",0.1273,"A_H2O2"
3,"shake_2",0.0532,"B_H2O2"
3,"shake_2",0.0565,"A"
3,"shake_2",0.0529,"B"
3,"shake_3",0.1527,"A_H2O2"
3,"shake_3",0.0587,"B_H2O2"
3,"shake_3",0.0628,"A"
3,"shake_3",0.0595,"B"
3,"shake_1",0.0961,"A_H2O2"
3,"shake_1",0.0541,"B_H2O2"
3,"shake_1",0.0574,"A"
3,"shake_1",0.0552,"B"
3,"shake_2",0.1337,"A_H2O2"
3,"shake_2",0.0539,"B_H2O2"
3,"shake_2",0.0565,"A"
3,"shake_2",0.053,"B"
3,"shake_3",0.1528,"A_H2O2"
3,"shake_3",0.0588,"B_H2O2"
3,"shake_3",0.0635,"A"
3,"shake_3",0.0585,"B"
3,"shake_1",0.1031,"A_H2O2"
3,"shake_1",0.0546,"B_H2O2"
3,"shake_1",0.0583,"A"
3,"shake_1",0.0561,"B"
3,"shake_2",0.1366,"A_H2O2"
3,"shake_2",0.0533,"B_H2O2"
3,"shake_2",0.058,"A"
3,"shake_2",0.0533,"B"
3,"shake_3",0.1602,"A_H2O2"
3,"shake_3",0.0604,"B_H2O2"
3,"shake_3",0.0636,"A"
3,"shake_3",0.0601,"B"
3.5,"soak_1",0.0689,"A_H2O2"
3.5,"soak_1",0.0483,"B_H2O2"
3.5,"soak_1",0.0536,"A"
3.5,"soak_1",0.049,"B"
3.5,"soak_2",0.0851,"A_H2O2"
3.5,"soak_2",0.051,"B_H2O2"
3.5,"soak_2",0.054,"A"
3.5,"soak_2",0.0512,"B"
3.5,"soak_3",0.0822,"A_H2O2"
3.5,"soak_3",0.0496,"B_H2O2"
3.5,"soak_3",0.0523,"A"
3.5,"soak_3",0.0502,"B"
3.5,"soak_1",0.071,"A_H2O2"
3.5,"soak_1",0.0477,"B_H2O2"
3.5,"soak_1",0.0514,"A"
3.5,"soak_1",0.049,"B"
3.5,"soak_2",0.0884,"A_H2O2"
